name,address,rating,total_reviews,phone,top_reviews,has_vacancies,under_36_months,months_30_to_5_years,grade_1_to_age_12,licensed_preschool
Learning Steps Daycare,"1254 Johnson St, Coquitlam, BC V3B 4T4, Canada",5.0,21,(604) 725-6373,"Our son has been going to Susmita’s daycare for half a year now, and we honestly couldn’t be happier. From the very beginning, she made us feel comfortable and confident that he was in good hands.  He settled in quickly, though of course there were a lot of tears in the beginning but now he looks forward to going every day, even on the weekend! Susmita creates such a warm, calm, and fun environment — it’s clear she really cares about the kids and puts a lot of thought into what they do each day.  She’s also super easy to talk to — always keeps us updated and is happy to chat if we have any questions. It’s been such a relief knowing he’s spending his days in a place where he’s happy, safe, and thriving.  Would 100% recommend Susmita’s daycare to any parent looking for a kind, reliable, and caring provider. | My child started going to Mita’s daycare around 18 months old, and she has been so kind and loving from the very beginning. Ms. Mita treats my child like her own—with so much care, patience, and warmth. We’ve seen our little one grow and thrive in her care. So thankful we found her! | My daughter has been here for almost 6 months now, she is enjoying and learning a lot. Every morning, she starts getting ready for daycare happily, which tells me she loves being there. Ms Gupta is an amazing and dedicated professional who takes care of kids as her own. i feel safe and comfortable sending my kid to her daycare. Thank you so much for being amazing part of my daughter’s life. | It was an amazing experience for my son!! My husband and I were very nervous to send our 18 months old son to a daycare. But learning step daycare was very good taking care of him. He was really shy when he started. He didn't start walk yet ,not much of words yet but after he started going daycare he changed a lot. He is not afraid of any other kids ,he talks a lot. And now he is running around!! I am very appreciate how they support my son's development. And most important thing that He loves going daycare!! He is even asking me to bring him daycare on a weekend lol We are very grateful that we chose this daycare for my son's childhood. | We have had an amazing experience with Learning Steps for almost two years. We know that our daughter is always well-cared for and she has come so far in the time that she has been attending the daycare. Susmita is kind and caring, and we feel so comfortable in sending our daughter there everyday. She really loves the children and it shows!",False,True,True,False,True
Coquitlam Child Care Resource & Referral,"1130 Austin Ave, Coquitlam, BC V3K 3P5, Canada",5.0,14,(604) 931-3400,"Very helpful staff and clean resources for parents and caregivers ! Definitely worth visiting:) | My toddler and I love this place, it's free to register and has a beautiful selection of toys and games to borrow, plus very friendly staff. So glad to have found this wonderful resource! | It is a treasure box to me. Their items are great resources for my children at the centre and myself. Staffs are friendly, professional and very knowledgeable in the ECE field. Any questions or help? They will get you the answer and assist you shortly. | Wonderful resources, professional development opportunities, materials and staff! | Amazing staff and resources!!!!",False,True,False,True,True
All Bright Early Learning Center Park,"2274 Park Crescent, Coquitlam, BC V3J 6T4, Canada",5.0,4,(778) 859-8010,"We love this caring and loving daycare!  Our son luckily got a spot here right before he turned one. It was a difficult transition for us and the kid at the beginning for the separation, but the two teachers there were very helpful and patient with us all the time. It’s an under-3 year-old daycare with 8 kiddos, two teachers are caring and you can tell they enjoy the kids truly. Lots of activities for kids throughout the day and kid sleep well.  We find the spaces are great and spacious for this ages. My son love going there everyday! | My son started going to All Bright when he was just 11 months old, and we couldn’t have been happier with the care he received. The teachers were so loving and attentive, and he absolutely adored the big green playground. A very special thank you to Ms. Niloofar, who was always so caring.  We only transferred because we got a spot at a non-profit daycare within walking distance, but leaving All Bright was not an easy choice. I would totally recommend this daycare. | We love this daycare and are so happy here.  Our son was accepted at All Bright just before his first birthday and has been here for almost a year. As first time parents, and going back to work full time it is always hard to leave your child's side especially at such a young age, but the process was almost seamless. Our son has developed so much in the last year and the staff here have been so attentive and easy going as he continues to change.  There's a big yard that the children enjoy and play in when the weather cooperates and the ECE's provide child appropriate play both outdoors and indoors.  It is sometimes hard to get him to leave at the end of the day! I would recommend this daycare to anyone. | I love this daycare! Our son has been here for a year and he loves it. We love that it's a small centre with only 8 kids and 2 teachers - and the teachers have been the same the whole year. It feels like a family!",False,True,False,False,False
Parkland Players Child Care Center,"1563 Regan Ave, Coquitlam, BC V3J 3B7, Canada",4.7,42,(604) 936-7005,"Parkland Players is a wonderful daycare, and we’re so happy we were able to join. My son has been attending since September. We came with no English at all, and this was our first real daycare experience here. The teachers and administration support us and our son in every possible way. They have a very convenient app with notifications and daily reports about what the children are doing. It’s the kind of daycare that combines both structure and a lot of genuine care for the kids. Teachers are amazing - very professional, incredibly supportive, kind, warm, and truly understanding. I can already see how much my son has learned in the short time we’ve been there. The learning program is very creative - the kids make different crafts every day, and there have already been four themed parties for various holidays. In short, if you want your child to grow and develop in a warm, friendly environment where every child’s feelings matter, Parkland Players is the place to be. Highly recommended our wonderful daycare! | I absolutely love this daycare! The staff are incredibly kind, caring, and professional. They treat every child with so much love and patience, as if they were their own. The environment is always warm, safe, and welcoming. My child is genuinely happy to go every day. I am truly grateful to all the wonderful teachers and staff for the dedication and positive energy they bring. Highly recommended! | We recently moved to Coquitlam and were pleasantly surprised by how well this daycare is organized. My 4-year-old son loves going every day, enjoys the activities, and even started speaking English here. The teachers are very kind, there’s a big playground, and two weekly Pre-School classes are included. Highly recommend! | My son has been attending this daycare for 2 years, and we are so thankful for the wonderful care he receives. The teachers are patient, kind, and truly dedicated to the children’s well-being and development. He has grown so much in his social skills and confidence, and he always comes home happy and excited about his day. This daycare feels like a second home, and I highly recommend it to other families. | My kiddo went to parkland player summer camp last for 2years and he had so much fun and time with educated experience from field trips to beach, parks, science world, Playland and from all the activities ( He loved the dance party). Teachers updated the pictures and description everyday and it was great to see what my kid did everyday.  Thanks for the safe and fun, educated activities and also wonderful caring",False,False,False,False,True
Busy Bees Child Care,"1159 Eagleridge Dr, Coquitlam, BC V3E 1K1, Canada",5.0,11,(604) 561-5380,"My daughter attended Busy Bees Child Care, and our experience was absolutely wonderful. The environment created by the owner, Rekha, was one of warmth, nurturing, and genuine care.  Rekha goes above and beyond, establishing a loving and stable atmosphere where children thrive. She balances a structured learning environment with creative play, and we saw incredible growth in our daughter's confidence, language and skills.  What truly sets Busy Bees apart is the deeply personal connection Rekha forms with the children. My daughter came to think of Rekha as an extension of our family—a testament to the loving bond they shared. She would regularly ask if she could go to daycare on the weekend.  We highly recommend Busy Bees Child Care to any family looking for a safe, educational, and profoundly caring place for their child. Thank you, Rekha, for being such a wonderful part of our daughter's early years! | I wish I could give more than five stars! I can’t praise BusyBee Daycare enough. I’m truly grateful that my child has the opportunity to learn and grow with such talented, caring, and loving staff. If anyone is looking for a daycare, I would highly recommend this one. And I have to say—Rekha is absolutely the best teacher for the young ones. We feel so lucky to have her! | We had an amazing experience at Busy Bees Child Care. Rekha has created a warm, caring, family-like environment, and our son loved going to daycare every day. She consistently planned fun art projects and the kids spent lots of time outside exploring. We couldn’t recommend this daycare highly enough. | We've been to two daycares since our twins aged out of Busy Bees, and we haven't found anyone that could match Rekha's loving care. She is fantastic with the kids, super creative in planning and executing age appropriate activities - play-based but educational, memorably celebrates all events and holidays big or small. The kids did lovely art projects with her that we have still saved. She is very caring and nurturing, very understanding of each parents unique struggles. She was more than a daycare, she is family to us. Cannot recommend her enough. | My daughter started in busy bees when she was 11 months old. She absolutely loved Rekha & Jenny and loved going to daycare. They are so kind and do lots of activities and outside time with the kids. Communication is great and we would receive some pictures throughout the day which was nice. I cannot recommend them enough, thank you busy bees for an amazing experience. We miss you!! 🫶🏼",False,False,False,True,True
Growing Hands Childcare - Coquitlam,"1001 Austin Ave, Coquitlam, BC V3K 3N9, Canada",3.8,13,(778) 899-1797,"Highly recommended! My daughter 3 years old absolutely loves this school. We have seen such amazing results since she's started going here. She learns something new each day and brings home amazing classroom work every week. We get daily updates and photos, which is so great not only hearing but also seeing all the fun activities they get up to. A very big thank you to all the teachers, especially my daughter's teacher Darine! | I couldn't be more happier with Growing hands daycare. We moved from Toronto Ontario to Coquitlam and The staff is incredibly caring and attentive, they really go above and beyond to ensure that my child is comfortable and engaged. My little one Emma who is 3 years old  loves going there every day and comes home with new skills and stories. The environment is clean, safe, and full of fun learning activities. I also appreciate all the regular updates that  Darine my child teacher give every day to me ( naps , lunch)  – I feel completely at ease knowing my child is in such good hands. Highly recommend! | A clean, safe and respectful environment is fostered here. My kid is always learning something new, and has made some strong positive friendships with the other children. The staff make sure my kid always feels cared for and I truly feel the warmth and genuine affection they have for the kids. A safe and fun care centre that our family highly recommends. We’re so grateful to have found growing hands. | Thank you for creating a warm and welcoming environment for our child. Your leadership (Afsoun and Azizeh) and vision are evident in every aspect of the daycare. We appreciate your commitment to providing high-quality care and education. Your dedication to the children and families is truly impressive.The staff at this daycare are exceptional. They're always willing to lend a helping hand and go above and beyond to ensure the children's needs are met.Thank you all!!! | Our daughter attend this daycare since she’s 1 year old. The director is very attentive to every detail and experienced. The teachers are very caring and do their jobs very well. Our daughter loves going there every day. She has learned many new things and made many friends.",False,True,True,False,False
"Roseland child care center, ltd","2022 Foster Ave, Coquitlam, BC V3J 2N6, Canada",5.0,5,(778) 929-4740,"We are incredibly happy with our experience at Roseland Child care center. From the moment we enrolled our child, we’ve seen such positive growth and development, both emotionally and intellectually.  One of the standout features of this daycare is the bilingual approach — our child is learning French in a fun, engaging way that builds a strong foundation for language development. The daily hands-on activities keep the children curious and involved, fostering creativity and critical thinking from an early age.  The outdoor space is another major highlight. The large backyard is filled with toys and equipment that support gross motor development, and the children get plenty of time to explore and play in a safe and stimulating environment.  We also appreciate the enrichment programs offered — having a music teacher and yoga instructor come in regularly adds such wonderful variety to our child’s routine. It’s clear that the team cares deeply about providing a well-rounded early education experience.  Most importantly, the staff are nurturing, professional, and attentive. We always feel confident that our child is in a loving and supportive environment.  We highly recommend Roseland Child care center to any parents looking for a place where their child can thrive! | My son feels really happy and comfortable at this daycare. The staff are super kind and experienced. The place is always very clean, and they treat the kids with so much respect and kindness. We’re really happy with how they care for the children. The activities at the daycare are super creative, energetic, and group-based. They’ve really helped my son learn how to play and interact with other kids. | ""I would like to thank you from the bottom of my heart for all the hard work of our beloved kindergarten, especially Ms. Elham and Ms. Mahtab. The kindergarten environment is full of love, happiness, and security for the children. My daughter goes to kindergarten every day with enthusiasm and a smile, and this is a sign of the teachers' unparalleled love and patience. I truly thank you for making the children's world more beautiful with your compassion and kindness 💖"" | I feel so comfortable sending my son here. Hadi and Elham are the greatest, I know my son is in safe hands! Great communication, and lovely staff! They make my son feel comfortable going to daycare. Drop off pick ups are a breeze! 10 out of 10 recommended!❤️❤️ | I am very happy to have found this daycare, my daughter is always very happy and loves being there!",True,True,True,True,False
Mini Miracles Children Centre,"1102 Ridgeway Ave, Coquitlam, BC V3J 1S9, Canada",5.0,2,(604) 790-1102,"This daycare has been a great experience for our family. The teachers are kind, reliable, and genuinely take the time to understand each child’s needs. The space feels welcoming and safe, and there’s a good balance between structured activities and free play. We’ve noticed positive changes in our child’s confidence and daily routine since enrolling. It’s also reassuring that the staff keep parents updated and are easy to communicate with. Overall, we’re very satisfied and grateful to have found this place. | Warm, gentle, communicative caregivers and owner.   Ample outdoor playtime, and good program.    Our child absolutely loves Mini Miracle Daycare",False,False,True,False,True
"Blessed Generations Academy - Westwood, Coquitlam","1294 Johnson St, Coquitlam, BC V3B 4T5, Canada",5.0,10,(604) 618-4767,"Teachers at Blessed Generations Academy Coquitlam are very caring and loving, in both - babies and older children group.  Most importantly, this daycare is Christ centred, children learn a lot about Jesus and do many bible related activities. | Thank you so much for everything you have done for us. BGA has been a second home for our daughter over the past 1.5 years. We are especially grateful to all the staff members for their professionalism and care.  When we moved to Canada, our daughter didn’t speak a word of English. Thanks to the daily songs, books, and engaging activities, she quickly began to learn the language. The daily craft lessons were also a highlight.  Now, our daughter is fully ready to start Kindergarten — and it’s almost entirely thanks to BGA. We truly appreciate everything you’ve done for our family. | We couldn't be happier with this daycare!  Initially, my son was super attached to me, making the thought of daycare daunting. However, the teachers here are phenomenal! They showered him with so much love and attention that his attachment melted away very quickly. It was genuinely surprising how fast he adjusted. Every day, he's excited to go, and he loves his teachers and friends. The staff are not only professional but genuinely caring, and it shows in everything they do. I am also amazed by the variety of activities they offer. My son is thrilled with the amount of crafts they do—every day he comes home with a new masterpiece and singing all the songs that they learned. Additionally, they prioritize outdoor activities, which all kids absolutely love! This daycare truly goes above and beyond in ensuring every child's day is filled with learning, creativity, and fun.  I highly recommend this daycare to any parent looking for a place where their child will thrive and feel cherished! | My two boys have been with Blessed Generation since they were 1 years old and 4 months old, they are both now 3 and 4. First at the New West location, and then at the Westwood. They made me feel safe the moment I meet all teachers and Ms. Helen. I trusted that the boys would be in good care. I am forever grateful and thankful I found them and they took care of my boys all these years. I would highly recommend this daycare, my boys loved all their teachers there and the staff there are so wonderful!! | I can’t say enough about the infant/toddler class at BGA Coquitlam. The teachers took care of our son like their own. He started as the youngest one (not even walking at the time!) to graduating as one of the oldest from his class. As a first time parent, I was nervous about putting my child into the care of someone else, but after the first week, my worries were put at ease. Every day I received updates throughout the day about my son’s activities, how much he ate at mealtimes, diaper changes and more. The daycare manager, Ms. Ellie, was also very attentive and caring. Thank you Ms. Joy, Ms. Eli and Ms. Megan for all the love and care you gave little Dom over the last two years. We will miss you all very much.",True,False,False,False,False
Mindful Kids Childcare LTD,"1596 Hammond Ave, Coquitlam, BC V3K 2P6, Canada",5.0,3,(778) 833-2542,"My son goes here and he absolutely loves it.  He does not want to come home at pickup!! And we are excited for his little sister to join him there soon.  Feel so lucky to have found Stefani and her awesome daycare.  They are teaching my son so much and have special themes each week, awesome crafts they send him home with, and even do yoga and park walks.  It's also a gorgeous space inside for the kiddos.  New educational fun toys each morning.  I know he's safe and having a blast. | I am so happy with Mindful Kids. My daughter has grown so much. She has really come out of her shell since attending. The teachers are amazing, caring, and attentive to each child's individual needs. I love how much time the kids play and learn outside and I'm very pleased with the cleanliness of the facility. | We have been so happy with the care our daughter has received at Mindful Kids. The facility is spotless, all the caregivers are thoughtful and kind, the kids have tons of outdoor time, and they come home every week with artwork showing the different topics they have learned about.  It’s such a relief to drop off my child and not wonder whether she will be safe and well cared for. Highly recommend!",False,True,True,True,True
Mini Miracles Toddler Centre,"913 Madore Ave, Coquitlam, BC V3K 3B4, Canada",4.2,10,(778) 886-2351,"I cannot say enough good things about Mini Miracles. The owner and teachers are beyond amazing and taught our daughter so many things in the year she attended. We felt she was always left in very safe and caring hands. We were sad to move on but are very thankful for the time our daughter got to spend here. | Both of my children attend Mini Miracles and they absolutely love it. The kids are well taken care of, they are always learning and having fun. The owner and teachers are so thoughtful, wonderful, caring and helpful. I would recommend to any parent. Our experience has been wonderful. | When I first visited this place, the owner was a very kind, warm-hearted person. You can tell that she is a professional that always puts children's needs first. As a working mom, I appreciate that my son is safe. She makes my morning easier. | My son attends here. This place is so amazing and we couldn’t be happier with well-maintained facilities , well- educated teachers (especially,Mini !) They are warm and professional . High recommended!!! | Unfortunately, if the management of an educational complex is problematic and flawed, that behaviour and education will be passed on to our children.  I am very happy that I did not put my child in this daycare so that she can learn the best way of education elsewhere.",False,False,False,False,False
Early Learning Childcare Centre - Barnet - Coquitlam,"103-2764 Barnet Hwy, Coquitlam, BC V3B 1B9, Canada",4.6,25,(604) 475-4800,"I have raised my two sons at the Early Learning Childcare Centre at the Barnet location. They started in the infant room and continued through to the 3–5 classroom.  The manager is incredibly kind and supportive, and the teachers are always polite, caring, and helpful. Every single day, my children were excited to go to daycare and would come home with clean clothes and happy faces.  I am truly grateful for the loving and positive environment they provide for children and families. Thanks to zivar and her team | My daughter attended this daycare 1.5 years and she was in good hands. She was in both the infant and toddler class and their activities were always age appropriate. I've noticed that they teach more than the average daycare. At 2 years old, my daughter was already doing show and share every week and she was so excited to share her favorite toys, books, etc. Thank you for all the love and care you have shown both my daughter and the rest of our family. | Both of our daughters attended Early Learning - Barnet location for full time care, in the infant, toddler and 3-5 programs. It felt like family. The classes are on the smaller side which was great for adjustment and relationship building with the children. The teachers were great - you can tell they love their jobs, are good communicators with both children and parents, and are willing to accommodate where necessary. We left due to a move but miss them already! | I visit a business in this complex multiple times a week. Many of the parents use the accessible parking spots just for drop off and pick up. None of them have accessible parking requirements. The staff have been informed and they do nothing to advise against this either. One of the businesses in the same complex has patients who would need these spots. One might think it’s just for a few minutes here and there but when you have someone who needs these spots, a few minutes makes a big difference. As a mother of 3, if you want your child learning respect, I would not send them here. | My son is 14 months old and was there only for 2 months but the way they cared for him melts my heart. He was in such great hands. The communications was superb between me and the teachers. He took his first steps there and they made a video of that. I was touched! Wish we could have stayed for a very long time. He definitely miss his teachers and friends. Hope our path crosses in future again",False,True,False,False,True
Maple Caspian Kids Academy,"1041 Ridgeway Ave unit 102 & 103, Coquitlam, BC V3J 1S6, Canada",5.0,7,(604) 413-3094,"We are truly grateful to this children’s academy for the care and love they give to the kids. Here they don’t just look after them, but genuinely nurture and develop each child, paying attention to their interests and needs. The teachers are very attentive, kind, and sincere in their communication.  My child is absolutely happy to attend this kindergarten - so much so that even on weekends they ask when they can go back 💛 For me, this is the best sign that we made the right choice.  Thank you to the whole team for creating such a warm, safe, and inspiring place for children! 🌸 | Our family has had the pleasure of having our son in Ms. Haniyeh’s care and she is fantastic! She is so loving and caring and dedicated to creating a space for kids that feels like a second home. Each day is enriched with stimulating games and activities and we could see our child learn new skills and concepts! We are very thankful to have such a safe, reliable, and trustful place in our community. Our son also got a chance to keep practicing his Farsi skills. | This daycare has such a colorful and joyful atmosphere — it’s full of positive energy that really uplifts the kids. You can tell they’ve put a lot of thought into creating a space that’s both fun and nurturing. The location is super convenient, and there’s always plenty of parking, which makes drop-offs and pick-ups stress-free. Hanieh, the owner of the academy, is incredibly hospitable, patient, and warm-hearted — you feel truly welcomed from the moment you walk in. A wonderful environment for any child to grow and thrive! | Haniyeh is an exceptional manager at Maple Caspian Kids Academy! She brings so much warmth, professionalism, and care to everything she does. Her passion for creating a safe, nurturing, and educational environment for children truly shines through. She’s always attentive to parents’ concerns, and you can tell she genuinely loves working with kids. The entire daycare runs so smoothly under her leadership. Highly recommend Maple Caspian Kids Academy—Haniyeh is a big part of what makes it such a special place! | Haniyeh was the first person who wasn’t a family member to take care of my son when he went to daycare for the first time. She was really special to him and did a great job of helping him adjust.",False,True,False,True,False
